in_study_id,inclusion
in_header,inclusion
in_improve_id,inclusion
in_initials,inclusion
in_infcon,inclusion
in_res_crc,inclusion
in_p_stage_i_ii,inclusion
in_ctdna_pos,inclusion
in_nochem,inclusion
in_age_surgery,inclusion
in_ecog_performance,inclusion
in_eligible_adj,inclusion
in_adequate_organ,inclusion
in_anticonception,inclusion
in_consent,inclusion
in_distant_metastasis,inclusion
in_comorb,inclusion
in_previous_5fu_oxa,inclusion
in_nci_above_1,inclusion
in_other_mal_tumor,inclusion
in_pregnant,inclusion
randresult_incl,inclusion
in_username,inclusion
bl_birth_date,baseline
bl_inclusion_date,baseline
bl_age_inclusion,baseline
bl_gender,baseline
bl_performance_inc,baseline
bl_diagnose_date,baseline
bl_crc_sur_date,baseline
bl_ctdna_date,baseline
bl_pt_stage_improve,baseline
bl_pn_stage_improve,baseline
bl_pm_stage_improve,baseline
bl_res_nodes_improve,baseline
bl_localization_improve,baseline
bl_crc_surgery,baseline
bl_crc_surgery_other,baseline
bl_invsiveness_sur,baseline
b2_k_nas_mut_sur_spe,lab_tests
b2_braf_mut_sur_spe,lab_tests
b2_mal_grade_sur_spe,lab_tests
b2_msi_status_sur_spe,lab_tests
b2_ctdna_baseline,lab_tests
b2_hemoglobin_baseline,lab_tests
b2_leucocyte_baseline,lab_tests
b2_platelet_baseline,lab_tests
b2_alat_baseline,lab_tests
b2_bilirubin_baseline,lab_tests
b2_creatinine_baseline,lab_tests
b2_ldh_baseline,lab_tests
b2_cea_baseline,lab_tests
b2_username,lab_tests
tumorhead_tum,petct
evaldate_tum,petct
recur_tum,petct
tl1loc_tum,petct
tl1size_tum,petct
basesize_tl1,petct
tl2loc_tum,petct
tl2size_tum,petct
basesize_tl2,petct
tl3loc_tum,petct
tl3size_tum,petct
basesize_tl3,petct
tl4loc_tum,petct
tl4size_tum,petct
basesize_tl4,petct
tl_sum_tum,petct
basetlsum,petct
pt_tumdev,tumor_development
tumdevhead,tumor_development
tumdev_pipe,tumor_development
tumordev_head,tumor_development
targles_pipe,tumor_development
ad_adj_chemo_regimen,adjuvant_chemotherapy
ad_adj_start_date,adjuvant_chemotherapy
ad_adj_no_cycles,adjuvant_chemotherapy
ad_adj_end_date,adjuvant_chemotherapy
ad_post_adj_blood,adjuvant_chemotherapy
ad_post_adj_date,adjuvant_chemotherapy
ad_username,adjuvant_chemotherapy
ptinfo_1,adverse_events
head_1,adverse_events
grade_ae1_1,adverse_events
relate_ae1_1,adverse_events
start_ae1_1,adverse_events
end_ae1_1,adverse_events
grade_ae_2,adverse_events
relate_ae2_1,adverse_events
start_ae2_1,adverse_events
end_ae2_1,adverse_events
ae3other_1,adverse_events
grade_ae3_1,adverse_events
relate_ae3_1,adverse_events
start_ae3_1,adverse_events
end_ae3_1,adverse_events
grade_ae4_1,adverse_events
relate_ae4_1,adverse_events
start_ae4_1,adverse_events
end_ae4_1,adverse_events
grade_ae5_1,adverse_events
relate_ae5_1,adverse_events
start_ae5_1,adverse_events
end_ae5_1,adverse_events
ae6other_1,adverse_events
grade_ae6_1,adverse_events
relate_ae6_1,adverse_events
start_ae6_1,adverse_events
end_ae6_1,adverse_events
grade_ae7_1,adverse_events
relate_ae7_1,adverse_events
start_ae7_1,adverse_events
end_ae7_1,adverse_events
grade_ae8_1,adverse_events
relate_ae8_1,adverse_events
start_ae8_1,adverse_events
end_ae8_1,adverse_events
grade_ae9_1,adverse_events
relate_ae9_1,adverse_events
start_ae9_1,adverse_events
end_ae9_1,adverse_events
grade_ae10_1,adverse_events
relate_ae10_1,adverse_events
start_ae10_1,adverse_events
end_ae10_1,adverse_events
grade_ae11_1,adverse_events
relate_ae11_1,adverse_events
start_ae11_1,adverse_events
end_ae11_1,adverse_events
grade_ae12_1,adverse_events
relate_ae12_1,adverse_events
start_ae12_1,adverse_events
end_ae12_1,adverse_events
grade_ae13_1,adverse_events
relate_ae13_1,adverse_events
start_ae13_1,adverse_events
end_ae13_1,adverse_events
grade_ae14_1,adverse_events
relate_ae14_1,adverse_events
start_ae14_1,adverse_events
end_ae14_1,adverse_events
ae14other_1,adverse_events
grade_ae15_1,adverse_events
relate_ae15_1,adverse_events
start_ae15_1,adverse_events
end_ae15_1,adverse_events
grade_ae16_1,adverse_events
relate_ae16_1,adverse_events
start_ae16_1,adverse_events
end_ae16_1,adverse_events
grade_ae17_1,adverse_events
relate_ae17_1,adverse_events
start_ae17_1,adverse_events
end_ae17_1,adverse_events
grade_ae18_1,adverse_events
relate_ae18_1,adverse_events
start_ae18_1,adverse_events
end_ae18_1,adverse_events
grade_ae19_1,adverse_events
relate_ae19_1,adverse_events
start_ae19_1,adverse_events
end_ae19_1,adverse_events
grade_ae20_1,adverse_events
relate_ae20_1,adverse_events
start_ae20_1,adverse_events
end_ae20_1,adverse_events
grade_ae21_1,adverse_events
relate_ae21_1,adverse_events
start_ae21_1,adverse_events
end_ae21_1,adverse_events
ae21other_1,adverse_events
grade_ae22_1,adverse_events
relate_ae22_1,adverse_events
start_ae22_1,adverse_events
end_ae22_1,adverse_events
grade_ae23_1,adverse_events
relate_ae23_1,adverse_events
start_ae23_1,adverse_events
end_ae23_1,adverse_events
grade_ae24_1,adverse_events
relate_ae24_1,adverse_events
start_ae24_1,adverse_events
end_ae24_1,adverse_events
grade_ae25_1,adverse_events
relate_ae25_1,adverse_events
start_ae25_1,adverse_events
end_ae25_1,adverse_events
grade_ae26_1,adverse_events
relate_ae26_1,adverse_events
start_ae26_1,adverse_events
end_ae26_1,adverse_events
grade_ae27_1,adverse_events
relate_ae27_1,adverse_events
start_ae27_1,adverse_events
end_ae27_1,adverse_events
grade_ae28_1,adverse_events
relate_ae28_1,adverse_events
start_ae28_1,adverse_events
end_ae28_1,adverse_events
grade_ae29_1,adverse_events
relate_ae29_1,adverse_events
start_ae29_1,adverse_events
end_ae29_1,adverse_events
grade_ae30_1,adverse_events
relate_ae30_1,adverse_events
start_ae30_1,adverse_events
end_ae30_1,adverse_events
ae30other_1,adverse_events
grade_ae31_1,adverse_events
relate_ae31_1,adverse_events
start_ae31_1,adverse_events
end_ae31_1,adverse_events
grade_ae32_1,adverse_events
relate_ae32_1,adverse_events
start_ae32_1,adverse_events
end_ae32_1,adverse_events
ae32other_1,adverse_events
grade_ae33_1,adverse_events
relate_ae33_1,adverse_events
start_ae33_1,adverse_events
end_ae33_1,adverse_events
grade_ae34_1,adverse_events
relate_ae34_1,adverse_events
start_ae34_1,adverse_events
end_ae34_1,adverse_events
grade_ae35_1,adverse_events
relate_ae35_1,adverse_events
start_ae35_1,adverse_events
end_ae35_1,adverse_events
ae36other_1,adverse_events
grade_ae36_1,adverse_events
relate_ae36_1,adverse_events
start_ae36_1,adverse_events
end_ae36_1,adverse_events
grade_ae37_1,adverse_events
relate_ae37_1,adverse_events
start_ae37_1,adverse_events
end_ae37_1,adverse_events
grade_ae38_1,adverse_events
relate_ae38_1,adverse_events
start_ae38_1,adverse_events
end_ae38_1,adverse_events
aeother39_1,adverse_events
grade_ae39_1,adverse_events
relate_ae39_1,adverse_events
start_ae39_1,adverse_events
end_ae39_1,adverse_events
grade_ae40_1,adverse_events
relate_ae40_1,adverse_events
start_ae40_1,adverse_events
end_ae40_1,adverse_events
grade_ae41_1,adverse_events
relate_ae41_1,adverse_events
start_ae41_1,adverse_events
end_ae41_1,adverse_events
aeother42_1,adverse_events
grade_ae42_1,adverse_events
relate_ae42_1,adverse_events
start_ae42_1,adverse_events
end_ae42_1,adverse_events
grade_ae43_1,adverse_events
relate_ae43_1,adverse_events
start_ae43_1,adverse_events
end_ae43_1,adverse_events
grade_ae44_1,adverse_events
relate_ae44_1,adverse_events
start_ae44_1,adverse_events
end_ae44_1,adverse_events
grade_ae45_1,adverse_events
relate_ae45_1,adverse_events
start_ae45_1,adverse_events
end_ae45_1,adverse_events
grade_ae46_1,adverse_events
relate_ae46_1,adverse_events
start_ae46_1,adverse_events
end_ae46_1,adverse_events
aeother47_1,adverse_events
grade_ae47_1,adverse_events
relate_ae47_1,adverse_events
start_ae47_1,adverse_events
end_ae47_1,adverse_events
grade_ae48_1,adverse_events
relate_ae48_1,adverse_events
start_ae48_1,adverse_events
end_ae48_1,adverse_events
grade_ae49_1,adverse_events
relate_ae49_1,adverse_events
start_ae49_1,adverse_events
end_ae49_1,adverse_events
aeother50_1,adverse_events
grade_ae50_1,adverse_events
relate_ae50_1,adverse_events
start_ae50_1,adverse_events
end_ae50_1,adverse_events
aeother51_1,adverse_events
grade_ae51_1,adverse_events
relate_ae51_1,adverse_events
start_ae51_1,adverse_events
end_ae51_1,adverse_events
aeother52_1,adverse_events
grade_ae52_1,adverse_events
relate_ae52_1,adverse_events
start_ae52_1,adverse_events
end_ae52_1,adverse_events
otherorg53_1,adverse_events
grade_ae53_1,adverse_events
relate_ae53_1,adverse_events
start_ae53_1,adverse_events
end_ae53_1,adverse_events
head_ae,adverse_events_v1
ae_ae,adverse_events_v1
aeotherspec,adverse_events_v1
grade_ae,adverse_events_v1
start_ae,adverse_events_v1
end_ae,adverse_events_v1
relation_ae,adverse_events_v1
action_ae,adverse_events_v1
outcome_ae,adverse_events_v1
head_sae,serious_adverse_events
submitdate_sae,serious_adverse_events
reptype_sae,serious_adverse_events
sae_fudate,serious_adverse_events
regtime_sae,serious_adverse_events
reguser_sae,serious_adverse_events
saeapprove_sae,serious_adverse_events
eventdesc_sae,serious_adverse_events
event_sae,serious_adverse_events
inforemind_sae,serious_adverse_events
eventoth_sae,serious_adverse_events
onset_sae,serious_adverse_events
resolve_sae,serious_adverse_events
ctc_sae,serious_adverse_events
relate_sae,serious_adverse_events
out1_sae,serious_adverse_events
action_sae,serious_adverse_events
treatreq_sae,serious_adverse_events
deathda_sae,serious_adverse_events
deathcause_sae,serious_adverse_events
meddescrip_sae,serious_adverse_events
suspectcarb_sae,serious_adverse_events
carbstop_sae,serious_adverse_events
conco1_sae,serious_adverse_events
concstart1_sae,serious_adverse_events
concstop1_sae,serious_adverse_events
conco2_sae,serious_adverse_events
concstart2_sae,serious_adverse_events
concstop2_sae,serious_adverse_events
conco3_sae,serious_adverse_events
concstart3_sae,serious_adverse_events
concstop3_sae,serious_adverse_events
conco4_sae,serious_adverse_events
concstart4_sae,serious_adverse_events
concstop4_sae,serious_adverse_events
test1_sae,serious_adverse_events
testdate1_sae,serious_adverse_events
result1_sae,serious_adverse_events
base1_sae,serious_adverse_events
test2_sae,serious_adverse_events
testdate2_sae,serious_adverse_events
result2_sae,serious_adverse_events
base2_sae,serious_adverse_events
test3_sae,serious_adverse_events
testdate3_sae,serious_adverse_events
result3_sae,serious_adverse_events
base3_sae,serious_adverse_events
test4_sae,serious_adverse_events
testdate4_sae,serious_adverse_events
result4_sae,serious_adverse_events
base4_sae,serious_adverse_events
ct4_date,ct4
ct4_disease_status,ct4
ct4_location,ct4
ct4_follow_up_susp,ct4
ct4_follow_up_susp_loc,ct4
ct4_username,ct4
ct8_date,ct8
ct8_disease_status,ct8
ct8_location,ct8
ct8_follow_up_susp,ct8
ct8_follow_up_susp_loc,ct8
ct8_username,ct8
ct12_date,ct12
ct12_disease_status,ct12
ct12_location,ct12
ct12_follow_up_susp,ct12
ct12_follow_up_susp_loc,ct12
ct12_username,ct12
ct16_date,ct16
ct16_disease_status,ct16
ct16_location,ct16
ct16_follow_up_susp,ct16
ct16_follow_up_susp_loc,ct16
ct16_username,ct16
ct20_date,ct20
ct20_disease_status,ct20
ct20_location,ct20
ct20_follow_up_susp,ct20
ct20_follow_up_susp_loc,ct20
ct20_username,ct20
ct24_date,ct24
ct24_disease_status,ct24
ct24_location,ct24
ct24_follow_up_susp,ct24
ct24_follow_up_susp_loc,ct24
ct24_username,ct24
ct30_date,ct30
ct30_disease_status,ct30
ct30_location,ct30
ct30_follow_up_susp,ct30
ct30_follow_up_susp_loc,ct30
ct30_username,ct30
ct36_date,ct36
ct36_disease_status,ct36
ct36_location,ct36
ct36_follow_up_susp,ct36
ct36_follow_up_susp_loc,ct36
ct36_username,ct36
ct48_date,ct48
ct48_disease_status,ct48
ct48_location,ct48
ct48_follow_up_susp,ct48
ct48_follow_up_susp_loc,ct48
ct48_username,ct48
ct60_date,ct60
ct60_disease_status,ct60
ct60_location,ct60
ct60_follow_up_susp,ct60
ct60_follow_up_susp_loc,ct60
ct60_username,ct60
re_relapse_date,ct_symptoms
re_relapse_modality,ct_symptoms
re_relapse_other,ct_symptoms
re_relapse_location,ct_symptoms
re_relapse_loc_other,ct_symptoms
re_relapse_treatment,ct_symptoms
re_symptoms_andet,ct_symptoms
re_username,ct_symptoms
es_end_it_date,end_of_study_improve_it
es_end_it_reason,end_of_study_improve_it
es_reason_it_other,end_of_study_improve_it
es_dead_it,end_of_study_improve_it
es_dead_it_reason,end_of_study_improve_it
es_username_it,end_of_study_improve_it
ptinfo_invapp,investigator_approval
invapp_head,investigator_approval
invapprove,investigator_approval
invdate,investigator_approval
invname,investigator_approval
approvaltime,investigator_approval
inclusion_complete,inclusion
baseline_complete,baseline
lab_tests_complete,lab_tests
petct_complete,petct
tumor_development_complete,tumor_development
adjuvant_chemotherapy_complete,adjuvant_chemotherapy
adverse_events_complete,adverse_events
adverse_events_v1_complete,adverse_events_v1
serious_adverse_events_complete,serious_adverse_events
ct4_complete,ct4
ct8_complete,ct8
ct12_complete,ct12
ct16_complete,ct16
ct20_complete,ct20
ct24_complete,ct24
ct30_complete,ct30
ct36_complete,ct36
ct48_complete,ct48
ct60_complete,ct60
ct_symptoms_complete,ct_symptoms
end_of_study_improve_it_complete,end_of_study_improve_it
investigator_approval_complete,investigator_approval
